From Book,From Book Number,From Chapter,From Chapter in Bible,From Verse Number,To Book,To Book Number,To Chapter,To Chapter in Bible,To Verse Number
Proverbs,20,29,656,23,1 Peter,60,5,1155,5
Romans,45,8,1053,28,1 Peter,60,5,1155,10
1 Corinthians,46,10,1071,13,1 Peter,60,5,1155,8
1 Corinthians,46,16,1077,13,1 Peter,60,5,1155,8
2 Corinthians,47,4,1081,17,1 Peter,60,5,1155,10
Ephesians,49,6,1102,10,1 Peter,60,5,1155,10
Ephesians,49,6,1102,11,1 Peter,60,5,1155,8
Philippians,50,1,1103,6,1 Peter,60,5,1155,10
Philippians,50,3,1105,14,1 Peter,60,5,1155,10
Philippians,50,4,1106,6,1 Peter,60,5,1155,7
Philippians,50,4,1106,19,1 Peter,60,5,1155,10
1 Timothy,54,4,1122,12,1 Peter,60,5,1155,3
James,59,1,1146,12,1 Peter,60,5,1155,10
James,59,4,1149,7,1 Peter,60,5,1155,8
James,59,4,1149,7,1 Peter,60,5,1155,6
Psalm,19,23,500,3,Psalm,19,5,482,8
Romans,45,3,1048,13,Psalm,19,5,482,9
Psalm,19,23,500,4,Psalm,19,118,595,6
Psalm,19,27,504,1,Psalm,19,118,595,6
Isaiah,23,12,690,2,Psalm,19,118,595,14
Isaiah,23,28,706,16,Psalm,19,118,595,22
Jeremiah,24,17,761,5,Psalm,19,118,595,8
Matthew,40,21,949,42,Psalm,19,118,595,22
Luke,42,11,983,9,Psalm,19,118,595,5
Romans,45,8,1053,31,Psalm,19,118,595,6
Hebrews,58,13,1145,6,Psalm,19,118,595,6
Psalm,19,23,500,4,Psalm,19,3,480,6
Psalm,19,23,500,4,Micah,33,7,899,14
Psalm,19,25,502,3,Micah,33,7,899,7
Psalm,19,27,504,1,Micah,33,7,899,7
Proverbs,20,24,651,16,Micah,33,7,899,8
Isaiah,23,43,721,25,Micah,33,7,899,18
Jeremiah,24,29,773,11,Micah,33,7,899,14
Psalm,19,23,500,4,2 Timothy,55,4,1128,22
Psalm,19,23,500,6,2 Timothy,55,4,1128,18
Psalm,19,27,504,14,2 Timothy,55,4,1128,5
1 Corinthians,46,10,1071,13,2 Timothy,55,4,1128,18
1 Corinthians,46,16,1077,13,2 Timothy,55,4,1128,7
2 Timothy,55,3,1127,16,2 Timothy,55,4,1128,2
Hebrews,58,12,1144,1,2 Timothy,55,4,1128,7
James,59,1,1146,12,2 Timothy,55,4,1128,8
Psalm,19,23,500,4,Job,18,10,445,21
Psalm,19,23,500,5,Psalm,19,16,493,5
Psalm,19,31,508,19,Psalm,19,16,493,11
Psalm,19,36,513,8,Psalm,19,16,493,11
Psalm,19,55,532,22,Psalm,19,16,493,8
Acts,44,2,1019,25,Psalm,19,16,493,8
Psalm,19,23,500,6,2 Corinthians,47,5,1082,1
Psalm,19,31,508,19,2 Corinthians,47,5,1082,5
Psalm,19,51,528,10,2 Corinthians,47,5,1082,17
Isaiah,23,45,723,17,2 Corinthians,47,5,1082,17
Ezekiel,26,36,837,26,2 Corinthians,47,5,1082,17
Matthew,40,6,934,33,2 Corinthians,47,5,1082,21
Matthew,40,16,944,27,2 Corinthians,47,5,1082,10
John,43,3,999,3,2 Corinthians,47,5,1082,17
John,43,3,999,16,2 Corinthians,47,5,1082,19
Romans,45,8,1053,1,2 Corinthians,47,5,1082,17
Romans,45,12,1057,2,2 Corinthians,47,5,1082,17
2 Corinthians,47,4,1081,7,2 Corinthians,47,5,1082,1
2 Corinthians,47,4,1081,18,2 Corinthians,47,5,1082,7
2 Corinthians,47,5,1082,17,2 Corinthians,47,5,1082,21
Galatians,48,2,1092,20,2 Corinthians,47,5,1082,15
Ephesians,49,2,1098,10,2 Corinthians,47,5,1082,17
Colossians,51,1,1107,20,2 Corinthians,47,5,1082,18
2 Timothy,55,1,1125,7,2 Corinthians,47,5,1082,13
Hebrews,58,4,1136,15,2 Corinthians,47,5,1082,21
Hebrews,58,9,1141,27,2 Corinthians,47,5,1082,10
Hebrews,58,11,1143,1,2 Corinthians,47,5,1082,7
Hebrews,58,11,1143,1,2 Corinthians,47,5,1082,17
Revelation,66,20,1186,12,2 Corinthians,47,5,1082,10
Revelation,66,21,1187,5,2 Corinthians,47,5,1082,17
Psalm,19,24,501,4,Matthew,40,5,933,8
Psalm,19,36,513,8,Matthew,40,5,933,6
Psalm,19,51,528,10,Matthew,40,5,933,8
Proverbs,20,20,647,22,Matthew,40,5,933,39
Proverbs,20,29,656,23,Matthew,40,5,933,3
Isaiah,23,61,739,1,Matthew,40,5,933,3
Matthew,40,6,934,33,Matthew,40,5,933,6
Matthew,40,24,952,35,Matthew,40,5,933,18
Luke,42,23,995,34,Matthew,40,5,933,44
John,43,8,1004,12,Matthew,40,5,933,14
John,43,15,1011,8,Matthew,40,5,933,16
Ephesians,49,5,1101,1,Matthew,40,5,933,48
James,59,1,1146,2,Matthew,40,5,933,10
James,59,2,1147,5,Matthew,40,5,933,3
1 Peter,60,2,1152,12,Matthew,40,5,933,16
Psalm,19,25,502,3,Isaiah,23,49,727,23
Psalm,19,32,509,8,Isaiah,23,49,727,10
Isaiah,23,41,719,10,Isaiah,23,49,727,8
Isaiah,23,44,722,2,Isaiah,23,49,727,1
Isaiah,23,44,722,3,Isaiah,23,49,727,10
Isaiah,23,45,723,17,Isaiah,23,49,727,23
Isaiah,23,59,737,21,Isaiah,23,49,727,8
Isaiah,23,61,739,1,Isaiah,23,49,727,9
Isaiah,23,61,739,1,Isaiah,23,49,727,24
Jeremiah,24,1,745,5,Isaiah,23,49,727,1
2 Corinthians,47,6,1083,2,Isaiah,23,49,727,8
Hebrews,58,4,1136,12,Isaiah,23,49,727,2
Psalm,19,25,502,3,Isaiah,23,25,703,9
Psalm,19,36,513,8,Isaiah,23,25,703,6
Psalm,19,91,568,1,Isaiah,23,25,703,4
Isaiah,23,40,718,31,Isaiah,23,25,703,9
Revelation,66,21,1187,4,Isaiah,23,25,703,8
Psalm,19,25,502,3,Jeremiah,24,20,764,11
Romans,45,8,1053,31,Jeremiah,24,20,764,11
Psalm,19,25,502,3,Psalm,19,123,600,2
Isaiah,23,40,718,31,Psalm,19,123,600,2
Psalm,19,27,504,1,Exodus,2,15,64,2
Isaiah,23,12,690,2,Exodus,2,15,64,2
Psalm,19,27,504,1,2 Corinthians,47,12,1089,9
Psalm,19,34,511,4,2 Corinthians,47,12,1089,8
Isaiah,23,40,718,31,2 Corinthians,47,12,1089,9
Isaiah,23,41,719,10,2 Corinthians,47,12,1089,9
Luke,42,11,983,9,2 Corinthians,47,12,1089,8
Romans,45,5,1050,3,2 Corinthians,47,12,1089,9
1 Corinthians,46,16,1077,13,2 Corinthians,47,12,1089,9
2 Corinthians,47,12,1089,9,2 Corinthians,47,12,1089,10
2 Corinthians,47,12,1089,9,2 Corinthians,47,12,1089,5
Philippians,50,4,1106,13,2 Corinthians,47,12,1089,9
Psalm,19,27,504,4,Psalm,19,23,500,6
Psalm,19,31,508,19,Psalm,19,23,500,5
Psalm,19,92,569,10,Psalm,19,23,500,5
Philippians,50,4,1106,19,Psalm,19,23,500,1
Psalm,19,27,504,4,Psalm,19,65,542,4
Psalm,19,36,513,8,Psalm,19,65,542,4
Psalm,19,89,566,9,Psalm,19,65,542,7
Isaiah,23,41,719,10,Psalm,19,65,542,5
Psalm,19,27,504,4,Psalm,19,63,540,2
Psalm,19,34,511,8,Psalm,19,63,540,5
Psalm,19,36,513,8,Psalm,19,63,540,5
Psalm,19,37,514,17,Psalm,19,63,540,8
Psalm,19,42,519,2,Psalm,19,63,540,1
Psalm,19,55,532,22,Psalm,19,63,540,8
Isaiah,23,41,719,10,Psalm,19,63,540,8
Isaiah,23,44,722,3,Psalm,19,63,540,1
Hebrews,58,13,1145,6,Psalm,19,63,540,7
Psalm,19,27,504,14,Psalm,19,31,508,24
Psalm,19,34,511,4,Psalm,19,31,508,22
Psalm,19,91,568,1,Psalm,19,31,508,20
Luke,42,23,995,46,Psalm,19,31,508,5
1 Corinthians,46,2,1063,9,Psalm,19,31,508,19
Psalm,19,27,504,14,Psalm,19,130,607,5
Psalm,19,29,506,11,Numbers,4,6,122,24
Psalm,19,30,507,5,Isaiah,23,54,732,7
Isaiah,23,45,723,17,Isaiah,23,54,732,4
Isaiah,23,45,723,17,Isaiah,23,54,732,8
Isaiah,23,49,727,25,Isaiah,23,54,732,15
Matthew,40,24,952,35,Isaiah,23,54,732,10
John,43,6,1002,45,Isaiah,23,54,732,13
Romans,45,8,1053,31,Isaiah,23,54,732,17
Psalm,19,31,508,19,1 Corinthians,46,2,1063,9
Jeremiah,24,33,777,3,1 Corinthians,46,2,1063,7
Zechariah,38,4,914,6,1 Corinthians,46,2,1063,4
John,43,16,1012,13,1 Corinthians,46,2,1063,10
Romans,45,8,1053,5,1 Corinthians,46,2,1063,14
Romans,45,8,1053,15,1 Corinthians,46,2,1063,12
Romans,45,8,1053,28,1 Corinthians,46,2,1063,9
Romans,45,8,1053,29,1 Corinthians,46,2,1063,7
1 Corinthians,46,1,1062,18,1 Corinthians,46,2,1063,14
1 Corinthians,46,4,1065,20,1 Corinthians,46,2,1063,4
Ephesians,49,3,1099,20,1 Corinthians,46,2,1063,9
2 Timothy,55,1,1125,7,1 Corinthians,46,2,1063,4
Psalm,19,31,508,19,Isaiah,23,64,742,4
1 Corinthians,46,2,1063,9,Isaiah,23,64,742,4
Psalm,19,31,508,19,James,59,2,1147,5
Luke,42,10,982,27,James,59,2,1147,8
Romans,45,8,1053,28,James,59,2,1147,5
1 Corinthians,46,1,1062,27,James,59,2,1147,5
1 Corinthians,46,2,1063,9,James,59,2,1147,5
James,59,1,1146,12,James,59,2,1147,5
Psalm,19,31,508,19,Psalm,19,126,603,2
Psalm,19,31,508,19,Psalm,19,73,550,24
Psalm,19,31,508,19,Psalm,19,73,550,1
Psalm,19,31,508,19,Isaiah,23,26,704,12
Proverbs,20,3,630,5,Isaiah,23,26,704,3
Proverbs,20,18,645,10,Isaiah,23,26,704,4
Isaiah,23,45,723,17,Isaiah,23,26,704,4
Ephesians,49,5,1101,14,Isaiah,23,26,704,19
Philippians,50,4,1106,7,Isaiah,23,26,704,3
Psalm,19,31,508,19,John,43,3,999,21
Isaiah,23,59,737,21,John,43,3,999,34
Isaiah,23,61,739,1,John,43,3,999,34
Matthew,40,11,939,27,John,43,3,999,35
Matthew,40,28,956,18,John,43,3,999,35
Mark,41,16,972,16,John,43,3,999,36
Mark,41,16,972,16,John,43,3,999,18
Mark,41,16,972,16,John,43,3,999,15
Mark,41,16,972,16,John,43,3,999,5
John,43,3,999,3,John,43,3,999,5
John,43,3,999,16,John,43,3,999,15
John,43,3,999,16,John,43,3,999,36
John,43,3,999,36,John,43,3,999,15
John,43,5,1001,24,John,43,3,999,18
John,43,5,1001,24,John,43,3,999,36
John,43,8,1004,12,John,43,3,999,19
John,43,10,1006,10,John,43,3,999,17
Romans,45,5,1050,8,John,43,3,999,16
Romans,45,8,1053,1,John,43,3,999,18
Romans,45,8,1053,5,John,43,3,999,6
1 Corinthians,46,2,1063,9,John,43,3,999,16
2 Corinthians,47,5,1082,17,John,43,3,999,3
James,59,1,1146,17,John,43,3,999,27
1 John,62,3,1161,16,John,43,3,999,16
1 John,62,4,1162,9,John,43,3,999,16
Psalm,19,31,508,19,Psalm,19,68,545,28
Isaiah,23,40,718,3,Psalm,19,68,545,4
Ephesians,49,4,1100,8,Psalm,19,68,545,18
Psalm,19,31,508,19,Acts,44,15,1032,12
Psalm,19,51,528,10,Acts,44,15,1032,9
Matthew,40,5,933,8,Acts,44,15,1032,9
Acts,44,15,1032,29,Acts,44,15,1032,20
Galatians,48,1,1091,7,Acts,44,15,1032,24
Psalm,19,32,509,1,Romans,45,4,1049,6
Isaiah,23,26,704,3,Romans,45,4,1049,18
Isaiah,23,53,731,5,Romans,45,4,1049,25
Romans,45,5,1050,6,Romans,45,4,1049,25
Romans,45,5,1050,8,Romans,45,4,1049,25
Ephesians,49,2,1098,8,Romans,45,4,1049,16
Ephesians,49,3,1099,20,Romans,45,4,1049,21
Psalm,19,32,509,8,Matthew,40,11,939,29
Psalm,19,55,532,22,Matthew,40,11,939,28
Isaiah,23,61,739,1,Matthew,40,11,939,5
Matthew,40,11,939,28,Matthew,40,11,939,29
Matthew,40,28,956,18,Matthew,40,11,939,27
Luke,42,4,976,18,Matthew,40,11,939,5
John,43,14,1010,6,Matthew,40,11,939,27
Philippians,50,2,1104,5,Matthew,40,11,939,29
Psalm,19,32,509,8,Psalm,19,25,502,8
Psalm,19,37,514,25,Psalm,19,25,502,13
Psalm,19,91,568,1,Psalm,19,25,502,13
Isaiah,23,30,708,21,Psalm,19,25,502,8
Isaiah,23,40,718,31,Psalm,19,25,502,3
Isaiah,23,40,718,31,Psalm,19,25,502,5
Isaiah,23,40,718,31,Psalm,19,25,502,21
Isaiah,23,43,721,25,Psalm,19,25,502,7
Isaiah,23,43,721,25,Psalm,19,25,502,11
Isaiah,23,45,723,17,Psalm,19,25,502,3
Isaiah,23,48,726,17,Psalm,19,25,502,12
Isaiah,23,61,739,1,Psalm,19,25,502,9
Romans,45,9,1054,33,Psalm,19,25,502,2
Psalm,19,33,510,11,Proverbs,20,19,646,21
Proverbs,20,16,643,1,Proverbs,20,19,646,21
Proverbs,20,16,643,9,Proverbs,20,19,646,21
Proverbs,20,18,645,22,Proverbs,20,19,646,14
Proverbs,20,31,658,10,Proverbs,20,19,646,14
Ecclesiastes,21,11,669,1,Proverbs,20,19,646,17
Isaiah,23,46,724,10,Proverbs,20,19,646,21
Matthew,40,25,953,40,Proverbs,20,19,646,17
Acts,44,20,1037,35,Proverbs,20,19,646,17
Psalm,19,34,511,3,Psalm,19,69,546,30
Isaiah,23,61,739,1,Psalm,19,69,546,32
John,43,2,998,17,Psalm,19,69,546,9
John,43,19,1015,28,Psalm,19,69,546,21
Romans,45,8,1053,28,Psalm,19,69,546,36
Psalm,19,34,511,3,Revelation,66,19,1185,5
Isaiah,23,9,687,6,Revelation,66,19,1185,16
Isaiah,23,61,739,10,Revelation,66,19,1185,7
John,43,1,997,1,Revelation,66,19,1185,13
Hebrews,58,4,1136,12,Revelation,66,19,1185,15
Psalm,19,34,511,4,Psalm,19,116,593,1
Psalm,19,34,511,4,2 Timothy,55,1,1125,7
John,43,14,1010,27,2 Timothy,55,1,1125,7
Romans,45,1,1046,16,2 Timothy,55,1,1125,8
Romans,45,8,1053,28,2 Timothy,55,1,1125,9
Romans,45,8,1053,29,2 Timothy,55,1,1125,9
Ephesians,49,1,1097,4,2 Timothy,55,1,1125,9
1 Timothy,54,1,1119,2,2 Timothy,55,1,1125,2
1 Timothy,54,4,1122,14,2 Timothy,55,1,1125,6
Hebrews,58,2,1134,14,2 Timothy,55,1,1125,10
1 John,62,4,1162,18,2 Timothy,55,1,1125,7
Psalm,19,34,511,4,Jonah,32,2,890,2
Psalm,19,42,519,7,Jonah,32,2,890,3
Psalm,19,34,511,4,Psalm,19,22,499,24
Psalm,19,37,514,5,Psalm,19,22,499,8
Isaiah,23,61,739,1,Psalm,19,22,499,26
Matthew,40,27,955,46,Psalm,19,22,499,1
Luke,42,23,995,34,Psalm,19,22,499,18
John,43,19,1015,28,Psalm,19,22,499,15
Psalm,19,34,511,4,2 Corinthians,47,7,1084,5
Isaiah,23,61,739,1,2 Corinthians,47,7,1084,6
Matthew,40,5,933,4,2 Corinthians,47,7,1084,9
Philemon,57,1,1132,7,2 Corinthians,47,7,1084,13
Hebrews,58,12,1144,14,2 Corinthians,47,7,1084,1
1 Peter,60,1,1151,15,2 Corinthians,47,7,1084,1
Psalm,19,34,511,7,Daniel,27,6,855,22
Psalm,19,34,511,18,Psalm,19,147,624,3
Isaiah,23,40,718,28,Psalm,19,147,624,5
Isaiah,23,41,719,10,Psalm,19,147,624,12
Isaiah,23,61,739,1,Psalm,19,147,624,3
Matthew,40,6,934,26,Psalm,19,147,624,9
Psalm,19,34,511,18,Isaiah,23,57,735,15
Proverbs,20,29,656,23,Isaiah,23,57,735,15
Isaiah,23,40,718,3,Isaiah,23,57,735,14
Isaiah,23,58,736,8,Isaiah,23,57,735,18
Isaiah,23,61,739,1,Isaiah,23,57,735,15
Psalm,19,34,511,18,Isaiah,23,61,739,1
Isaiah,23,44,722,3,Isaiah,23,61,739,9
Isaiah,23,59,737,21,Isaiah,23,61,739,1
Matthew,40,5,933,4,Isaiah,23,61,739,2
Matthew,40,11,939,5,Isaiah,23,61,739,1
Luke,42,4,976,18,Isaiah,23,61,739,1
1 Peter,60,2,1152,9,Isaiah,23,61,739,6
Psalm,19,36,513,8,Isaiah,23,58,736,11
Psalm,19,37,514,4,Isaiah,23,58,736,14
Isaiah,23,30,708,21,Isaiah,23,58,736,11
Isaiah,23,58,736,8,Isaiah,23,58,736,10
John,43,7,1003,38,Isaiah,23,58,736,11
Psalm,19,36,513,8,Job,18,20,455,17
Psalm,19,36,513,8,Revelation,66,22,1188,1
Isaiah,23,44,722,3,Revelation,66,22,1188,17
Isaiah,23,44,722,6,Revelation,66,22,1188,13
John,43,1,997,1,Revelation,66,22,1188,13
John,43,4,1000,10,Revelation,66,22,1188,17
John,43,14,1010,6,Revelation,66,22,1188,17
Revelation,66,1,1167,1,Revelation,66,22,1188,6
Revelation,66,1,1167,1,Revelation,66,22,1188,16
Revelation,66,1,1167,8,Revelation,66,22,1188,13
Revelation,66,2,1168,7,Revelation,66,22,1188,14
Psalm,19,36,513,8,Song of Solomon,22,5,675,1
Psalm,19,36,513,8,Isaiah,23,48,726,21
Isaiah,23,42,720,8,Isaiah,23,48,726,11
Isaiah,23,43,721,19,Isaiah,23,48,726,6
Isaiah,23,43,721,25,Isaiah,23,48,726,8
Isaiah,23,44,722,3,Isaiah,23,48,726,21
Isaiah,23,44,722,6,Isaiah,23,48,726,12
Isaiah,23,44,722,6,Isaiah,23,48,726,17
Isaiah,23,61,739,1,Isaiah,23,48,726,16
Jeremiah,24,33,777,3,Isaiah,23,48,726,6
Zechariah,38,13,923,9,Isaiah,23,48,726,10
Luke,42,11,983,28,Isaiah,23,48,726,17
1 Peter,60,1,1151,7,Isaiah,23,48,726,10
Psalm,19,36,513,8,Psalm,19,17,494,15
Psalm,19,91,568,1,Psalm,19,17,494,8
Psalm,19,91,568,4,Psalm,19,17,494,8
Psalm,19,139,616,1,Psalm,19,17,494,3
Psalm,19,36,513,8,Zechariah,38,9,919,17
Isaiah,23,1,679,8,Zechariah,38,9,919,9
Isaiah,23,61,739,1,Zechariah,38,9,919,11
Isaiah,23,62,740,11,Zechariah,38,9,919,9
Jeremiah,24,29,773,11,Zechariah,38,9,919,9
Psalm,19,37,514,4,John,43,15,1011,7
Psalm,19,37,514,4,John,43,15,1011,16
Amos,30,3,881,7,John,43,15,1011,15
Matthew,40,5,933,16,John,43,15,1011,8
Matthew,40,7,935,7,John,43,15,1011,7
Matthew,40,7,935,7,John,43,15,1011,16
Matthew,40,24,952,9,John,43,15,1011,19
Mark,41,11,967,23,John,43,15,1011,7
Mark,41,11,967,24,John,43,15,1011,7
Luke,42,11,983,9,John,43,15,1011,16
Luke,42,11,983,9,John,43,15,1011,7
John,43,13,1009,34,John,43,15,1011,17
John,43,14,1010,6,John,43,15,1011,1
John,43,14,1010,13,John,43,15,1011,7
John,43,14,1010,13,John,43,15,1011,16
John,43,14,1010,15,John,43,15,1011,10
John,43,14,1010,16,John,43,15,1011,26
John,43,14,1010,26,John,43,15,1011,26
John,43,15,1011,5,John,43,15,1011,16
John,43,15,1011,7,John,43,15,1011,16
John,43,16,1012,13,John,43,15,1011,26
John,43,17,1013,17,John,43,15,1011,3
Romans,45,5,1050,8,John,43,15,1011,13
Romans,45,12,1057,2,John,43,15,1011,19
2 Corinthians,47,5,1082,17,John,43,15,1011,5
2 Corinthians,47,5,1082,17,John,43,15,1011,2
Galatians,48,5,1095,22,John,43,15,1011,5
Galatians,48,5,1095,22,John,43,15,1011,2
Galatians,48,5,1095,22,John,43,15,1011,16
Philippians,50,4,1106,13,John,43,15,1011,7
Philippians,50,4,1106,13,John,43,15,1011,4
Colossians,51,3,1109,16,John,43,15,1011,7
James,59,1,1146,5,John,43,15,1011,7
James,59,4,1149,4,John,43,15,1011,19
Psalm,19,37,514,4,Job,18,22,457,26
Proverbs,20,16,643,3,Job,18,22,457,28
Proverbs,20,29,656,23,Job,18,22,457,29
Isaiah,23,48,726,17,Job,18,22,457,21
John,43,15,1011,7,Job,18,22,457,26
Psalm,19,37,514,4,Job,18,27,462,10
Proverbs,20,13,640,22,Job,18,27,462,16
Matthew,40,16,944,26,Job,18,27,462,8
Psalm,19,37,514,4,Psalm,19,43,520,4
Psalm,19,119,596,105,Psalm,19,43,520,3
Psalm,19,37,514,4,Song of Solomon,22,2,672,3
Psalm,19,91,568,1,Song of Solomon,22,2,672,3
Song of Solomon,22,6,676,3,Song of Solomon,22,2,672,16
Psalm,19,37,514,5,Psalm,19,55,532,22
Proverbs,20,16,643,3,Psalm,19,55,532,22
1 Corinthians,46,15,1076,58,Psalm,19,55,532,22
Philippians,50,4,1106,6,Psalm,19,55,532,22
Philippians,50,4,1106,6,Psalm,19,55,532,17
1 Peter,60,5,1155,7,Psalm,19,55,532,22
Psalm,19,37,514,23,1 Samuel,9,2,237,9
Psalm,19,55,532,22,1 Samuel,9,2,237,9
Psalm,19,37,514,24,Proverbs,20,24,651,16
Proverbs,20,20,647,22,Proverbs,20,24,651,29
Romans,45,12,1057,19,Proverbs,20,24,651,29
Psalm,19,46,523,1,Proverbs,20,18,645,10
Proverbs,20,17,644,22,Proverbs,20,18,645,14
Proverbs,20,29,656,23,Proverbs,20,18,645,12
James,59,1,1146,19,Proverbs,20,18,645,13
Psalm,19,46,523,10,Psalm,19,100,577,3
Psalm,19,46,523,10,Zechariah,38,2,912,13
2 Corinthians,47,6,1083,16,Zechariah,38,2,912,10
Psalm,19,46,523,10,Psalm,19,83,560,18
Psalm,19,46,523,10,Isaiah,23,2,680,17
Psalm,19,46,523,10,Isaiah,23,2,680,11
Proverbs,20,29,656,23,Isaiah,23,2,680,11
Psalm,19,46,523,10,Ezekiel,26,38,839,23
Psalm,19,46,523,10,Exodus,2,18,67,11
Hebrews,58,13,1145,6,Exodus,2,18,67,4
Psalm,19,46,523,10,Revelation,66,15,1181,3
Psalm,19,50,527,15,Psalm,19,107,584,28
Isaiah,23,44,722,3,Psalm,19,107,584,35
Matthew,40,5,933,6,Psalm,19,107,584,9
Psalm,19,51,528,1,Colossians,51,2,1108,14
John,43,1,997,12,Colossians,51,2,1108,6
Romans,45,5,1050,6,Colossians,51,2,1108,13
1 Corinthians,46,15,1076,58,Colossians,51,2,1108,7
Ephesians,49,2,1098,1,Colossians,51,2,1108,13
Ephesians,49,2,1098,11,Colossians,51,2,1108,11
Ephesians,49,4,1100,16,Colossians,51,2,1108,19
Ephesians,49,6,1102,12,Colossians,51,2,1108,15
Colossians,51,1,1107,19,Colossians,51,2,1108,9
Colossians,51,3,1109,3,Colossians,51,2,1108,20
Jude,65,1,1166,20,Colossians,51,2,1108,7
Psalm,19,51,528,10,Ezekiel,26,11,812,19
Jeremiah,24,31,775,33,Ezekiel,26,11,812,19
Ezekiel,26,36,837,26,Ezekiel,26,11,812,19
2 Corinthians,47,3,1080,3,Ezekiel,26,11,812,19
2 Corinthians,47,5,1082,17,Ezekiel,26,11,812,19
2 Corinthians,47,6,1083,16,Ezekiel,26,11,812,20
Hebrews,58,8,1140,10,Ezekiel,26,11,812,19
Psalm,19,51,528,10,Titus,56,3,1131,5
Isaiah,23,44,722,3,Titus,56,3,1131,5
Ezekiel,26,36,837,27,Titus,56,3,1131,3
John,43,3,999,16,Titus,56,3,1131,4
Romans,45,12,1057,2,Titus,56,3,1131,5
Romans,45,13,1058,1,Titus,56,3,1131,1
Philippians,50,1,1103,6,Titus,56,3,1131,4
2 John,63,1,1164,10,Titus,56,3,1131,10
Psalm,19,51,528,10,Romans,45,12,1057,2
Proverbs,20,3,630,5,Romans,45,12,1057,16
Proverbs,20,20,647,22,Romans,45,12,1057,17
Matthew,40,5,933,44,Romans,45,12,1057,14
Matthew,40,5,933,44,Romans,45,12,1057,20
Luke,42,18,990,1,Romans,45,12,1057,12
Romans,45,12,1057,1,Romans,45,12,1057,2
Romans,45,12,1057,2,Romans,45,12,1057,1
2 Corinthians,47,3,1080,18,Romans,45,12,1057,2
Galatians,48,5,1095,22,Romans,45,12,1057,9
Ephesians,49,4,1100,7,Romans,45,12,1057,3
Ephesians,49,4,1100,23,Romans,45,12,1057,2
Ephesians,49,5,1101,17,Romans,45,12,1057,2
Philippians,50,2,1104,2,Romans,45,12,1057,16
Philippians,50,2,1104,3,Romans,45,12,1057,10
Philippians,50,4,1106,4,Romans,45,12,1057,12
Philippians,50,4,1106,8,Romans,45,12,1057,9
1 Thessalonians,52,5,1115,17,Romans,45,12,1057,12
1 Peter,60,3,1153,8,Romans,45,12,1057,10
1 Peter,60,3,1153,9,Romans,45,12,1057,17
1 John,62,2,1160,15,Romans,45,12,1057,2
Psalm,19,57,534,5,Isaiah,23,6,684,3
Mark,41,4,960,12,Isaiah,23,6,684,9
Mark,41,8,964,18,Isaiah,23,6,684,9
Luke,42,8,980,10,Isaiah,23,6,684,9
Psalm,19,57,534,5,Psalm,19,72,549,19
Psalm,19,57,534,5,Psalm,19,57,534,11
Psalm,19,91,568,1,Psalm,19,57,534,1
Psalm,19,91,568,4,Psalm,19,57,534,1
Psalm,19,138,615,8,Psalm,19,57,534,2
Psalm,19,57,534,5,Psalm,19,113,590,4
Psalm,19,57,534,5,Psalm,19,108,585,4
Psalm,19,57,534,5,Habakkuk,35,3,905,3
Psalm,19,62,539,8,Lamentations,25,2,798,19
Psalm,19,63,540,1,Psalm,19,143,620,6
Isaiah,23,30,708,21,Psalm,19,143,620,8
Psalm,19,73,550,25,Philippians,50,3,1105,8
Isaiah,23,45,723,17,Philippians,50,3,1105,8
Matthew,40,19,947,29,Philippians,50,3,1105,8
Luke,42,1,973,37,Philippians,50,3,1105,21
Luke,42,14,986,26,Philippians,50,3,1105,8
John,43,4,1000,23,Philippians,50,3,1105,3
Romans,45,1,1046,17,Philippians,50,3,1105,9
Romans,45,8,1053,29,Philippians,50,3,1105,21
2 Corinthians,47,5,1082,17,Philippians,50,3,1105,7
Philippians,50,4,1106,4,Philippians,50,3,1105,1
Hebrews,58,12,1144,1,Philippians,50,3,1105,10
Psalm,19,84,561,11,Psalm,19,85,562,12
Isaiah,23,58,736,8,Psalm,19,85,562,13
Psalm,19,91,568,1,Psalm,19,32,509,7
Proverbs,20,3,630,6,Psalm,19,32,509,8
Isaiah,23,30,708,21,Psalm,19,32,509,8
Isaiah,23,48,726,17,Psalm,19,32,509,8
Isaiah,23,55,733,6,Psalm,19,32,509,6
1 John,62,1,1159,9,Psalm,19,32,509,5
Psalm,19,91,568,1,Isaiah,23,32,710,2
Isaiah,23,44,722,3,Isaiah,23,32,710,15
Isaiah,23,44,722,3,Isaiah,23,32,710,2
Joel,29,2,877,28,Isaiah,23,32,710,15
Psalm,19,91,568,1,1 John,62,4,1162,15
Isaiah,23,45,723,17,1 John,62,4,1162,15
Matthew,40,7,935,15,1 John,62,4,1162,1
John,43,1,997,14,1 John,62,4,1162,9
John,43,1,997,18,1 John,62,4,1162,12
John,43,3,999,16,1 John,62,4,1162,9
John,43,3,999,16,1 John,62,4,1162,19
John,43,13,1009,35,1 John,62,4,1162,20
John,43,14,1010,15,1 John,62,4,1162,19
John,43,16,1012,33,1 John,62,4,1162,4
Romans,45,5,1050,8,1 John,62,4,1162,9
Romans,45,8,1053,28,1 John,62,4,1162,19
Romans,45,8,1053,31,1 John,62,4,1162,4
Romans,45,12,1057,2,1 John,62,4,1162,4
1 Corinthians,46,12,1073,3,1 John,62,4,1162,2
